Month Less0   Lo30  Med40   Hi30   Lo20   Qnt2   Qnt3   Qnt4   Hi20   Lo10   Dec2   Dec3   Dec4   Dec5   Dec6   Dec7   Dec8   Dec9   Hi10
200106    0.56   -2.23   -3.27   -0.63   -2.32   -3.70   -2.46   -0.45   -1.23   -1.09   -3.84   -2.08   -6.55   -1.93   -2.86   -1.02    0.68   -2.16   -0.36
200107   -7.24    0.54    0.90    0.02    0.56   -1.37    2.16    2.48   -0.22   -0.40    1.99    0.52   -2.75    2.66    1.77    5.29    0.25   -0.41    0.25
200108  -10.57   -6.63   -3.45   -1.81   -6.83   -5.53   -2.39   -3.35   -0.55   -6.64   -7.10   -6.24   -4.98   -2.61   -2.21   -3.71   -3.06    0.12   -2.13
200109  -16.32   -9.45   -4.01   -5.04  -11.07   -6.55   -2.90   -3.56   -4.95  -13.57   -7.37   -6.19   -6.82   -4.22   -1.87   -1.62   -5.14   -4.99   -4.84
200110   10.23    3.89   -1.71   -1.83    4.22    1.88   -2.16   -3.75   -1.66    3.97    4.56    3.25    0.85   -1.69   -2.51   -5.94   -2.01   -1.84   -1.21
200111   12.54    9.04    5.03    3.56   11.13    5.35    4.48    4.53    3.55   13.10    8.44    5.01    5.61    5.81    3.46    5.79    3.57    3.44    3.80
200112    1.41    2.00    1.56    1.95    2.84    1.44    0.59    2.74    1.77    1.39    4.90    0.27    2.32    0.77    0.45    3.50    2.14    2.01    1.17
200201   -3.12   -1.59   -0.62   -0.08   -1.87   -1.06   -0.24   -1.06    1.01   -2.37   -1.19   -0.98   -1.12   -1.28    0.58   -0.88   -1.20    1.29    0.33
200202   -7.63   -3.56    2.12    1.44   -4.66    0.39    2.66    0.78    2.36   -6.57   -2.06   -1.27    1.64    1.91    3.25    1.17    0.49    2.93    0.95
200203    6.33    4.35    2.46    5.87    4.03    3.70    1.94    4.80    6.12    4.39    3.56    4.99    2.76    2.91    1.20    3.79    5.60    5.63    7.37
200204   -7.81   -6.19   -4.85    0.23   -6.10   -6.35   -4.16   -2.58    1.92   -5.84   -6.44   -6.36   -6.34   -4.38   -3.99   -3.86   -1.58    2.57    0.29
200205   -3.48   -1.28   -0.34    1.31   -1.63   -0.94   -0.47    1.75    1.24   -1.22   -2.18   -0.59   -1.20   -2.91    1.44    2.23    1.39    2.17   -1.14
200206   -9.28   -8.36   -5.62   -5.40   -8.86   -7.13   -4.92   -4.56   -6.63  -11.57   -5.18   -7.38   -6.95   -6.81   -3.50   -5.23   -4.05   -6.79   -6.20
200207  -11.18   -8.33   -6.37   -6.59   -8.80   -8.32   -6.09   -3.64  -10.67   -9.01   -8.62   -6.45   -9.69   -4.71   -7.88   -5.23   -1.86  -11.89   -7.76
200208    0.37    1.82    0.84    0.01    1.50    1.48    1.56   -1.20    2.18    1.16    1.80    3.05    0.29    1.72    1.34   -0.22   -2.26    0.47    6.02
200209   -9.70  -10.34   -9.00  -12.79   -9.45   -9.94   -9.28  -10.93  -13.01   -8.88   -9.93  -13.81   -6.91   -8.06  -10.94   -9.48  -12.55  -12.69  -13.68
200210   10.57    9.44    6.23    6.86    8.12   10.42    5.73    6.67    7.02    7.66    8.52   14.79    7.24    4.35    7.66    6.65    6.69    9.11    2.47
200211   10.96    4.49    3.13    6.41    4.32    3.74    1.93    6.23    5.92    2.89    5.56    5.14    2.63    0.91    3.30    5.61    6.94    8.04    1.02
200212   -9.03   -7.42   -3.63   -3.17   -7.63   -5.17   -3.54   -4.24   -1.51   -6.49   -8.60   -6.59   -4.04   -3.18   -4.03   -3.57   -5.00   -3.44    3.28
200301   -1.85   -2.63   -2.94   -3.37   -3.14   -2.56   -2.89   -3.38   -2.47   -2.81   -3.43   -0.71   -4.01   -3.79   -1.70   -2.51   -4.39   -1.68   -4.31
200302   -0.98   -0.80   -2.85   -2.30   -0.64   -2.91   -2.49   -1.61   -4.21   -2.73    1.17   -1.37   -4.15   -2.17   -2.90   -2.91   -0.08   -5.35   -1.48
200303    1.02    1.83    1.47   -0.09    2.10    0.07    2.45    1.37   -2.13    1.23    2.83    0.82   -0.56    2.11    2.91    0.67    2.19   -0.90   -4.95
200304    9.32    8.99    6.49    9.50    9.06    8.67    5.61    7.92   10.07    8.46    9.55    8.71    8.64    3.02    8.84    7.06    8.90   11.90    5.66
200305    9.65    4.90    4.77    5.52    4.54    5.40    4.94    3.40    8.65    5.11    4.07    6.26    4.67    5.03    4.84    4.52    2.16    5.72   16.06
200306    2.16    0.28    0.88    2.39    0.45   -0.01    1.07    1.43    2.64   -0.42    1.16   -0.35    0.28    1.51    0.55    0.84    2.10    2.50    2.98
200307    4.49    3.96    1.22   -0.75    4.61    2.99    0.66    1.33   -2.61    6.09    2.42    1.57    4.28    1.15   -0.18    0.75    2.43   -2.05   -3.92
200308    4.58    4.04    0.68    0.48    4.74    1.03   -0.50    1.97    0.22    4.08    5.74    1.41    0.70   -2.45    2.91    2.54    0.90   -0.33    1.50
200309   -2.91   -1.08    0.03   -0.96   -1.76    0.44    0.53   -1.11   -0.13   -0.44   -3.75    1.56   -0.56    1.28   -0.71   -0.48   -2.30   -1.57    3.20
200310    7.68    6.35    4.77    5.81    6.77    6.21    5.62    3.16    6.27    5.38    8.94    4.76    7.53    5.92    5.10    2.18    5.06    5.83    7.22
200311    2.84    0.47    0.94    1.58    0.17    1.44    1.24    0.67    1.68    0.86   -0.86    1.65    1.26    1.39    0.99    0.29    1.40    0.60    4.04
200312    2.72    2.78    5.53    7.52    2.52    3.50    5.08    7.27    7.78    4.31   -0.23    3.78    3.24    4.68    5.78    7.37    7.09    7.81    7.72
200401    4.32    1.28    1.53    1.17    0.61    2.21    1.33    1.61    1.59    0.75    0.37    3.81    0.79    2.37   -0.43    2.22    0.47    1.37    2.07
200402   -0.29    2.46    2.09    1.75    2.67    3.19    1.45    1.62    2.19    1.17    5.10    1.68    4.58    1.21    1.87    1.94    1.00    2.02    2.55
200403   -0.86   -1.05   -1.59   -1.34   -1.07   -0.76   -1.40   -1.83   -1.65   -1.83    0.11   -0.98   -0.57   -0.96   -2.15   -2.36   -0.81   -1.76   -1.41
200404   -3.21   -1.98   -0.73   -0.98   -1.97   -1.57   -0.50   -1.17   -0.55   -0.77   -3.78   -2.05   -1.16   -0.99    0.37   -0.90   -1.68    0.32   -2.62
200405    1.79    1.70    1.20   -0.20    1.81    1.01    0.78    2.19   -1.79    2.81    0.24    1.27    0.80    1.09    0.24    2.07    2.43   -0.84   -4.10
200406    2.00    1.56    1.56    3.13    1.51    2.07    0.79    2.63    3.18    3.03   -0.95    1.78    2.31   -0.07    2.29    2.41    3.05    3.22    3.08
200407   -8.06   -3.97   -3.94    0.00   -4.58   -2.91   -4.00   -1.13   -0.52   -5.27   -4.04   -2.48   -3.58   -4.06   -3.96   -4.04    0.81   -1.04    0.64
200408   -2.13   -1.16    0.86    2.55   -1.72   -0.14    1.29    1.13    3.37   -0.92   -2.34    0.17   -0.64   -0.69    2.37    0.90    1.28    3.70    2.66
200409    3.95    2.44    0.66    0.11    2.04    3.18    0.29    1.22   -1.05    2.91    1.36    3.38    2.87    2.76   -1.02    0.05    1.96   -1.59    0.14
200410    2.52    1.88    0.53    1.27    1.86    2.40    1.09   -0.09    1.19    0.19    3.18    1.93    3.16    1.83    0.68   -2.45    1.41    1.19    1.18
200411    6.64    4.15    4.46    3.71    4.79    3.49    5.09    3.48    3.58    5.57    4.18    2.67    4.79    6.07    4.54    2.78    3.91    2.54    5.87
200412    5.26    2.95    2.89    3.31    2.93    2.97    3.78    2.28    3.38    3.37    2.57    3.00    2.92    2.92    4.27    0.76    3.20    3.38    3.37
200501   -4.57   -1.43   -2.23   -1.81   -1.52   -1.34   -1.79   -2.66   -1.70   -1.42   -1.60   -1.22   -1.53   -2.91   -1.17   -3.82   -1.98   -1.29   -2.57
200502    0.51    1.29    3.03    3.37    1.74    1.04    2.07    5.62    2.07    2.37    1.24    0.23    2.29    3.08    1.52    5.97    5.41    2.19    1.79
200503   -1.84   -2.47   -0.43   -2.04   -2.75   -1.52   -0.18   -1.27   -2.27   -4.22   -1.55   -1.82   -1.05    0.08   -0.32   -0.56   -1.68   -2.76   -1.21
200504   -3.98   -3.70   -2.00   -0.34   -2.74   -5.29   -1.70   -1.29    0.36   -4.38   -1.44   -5.92   -4.33   -1.65   -1.72   -1.08   -1.42    0.16    0.80
200505    7.20    4.95    2.40    1.27    5.41    3.11    2.25    1.89    1.30    4.87    5.83    3.83    2.02    3.40    1.60    3.02    1.22    1.21    1.50
200506    1.19    0.88    0.47    0.27    0.74    1.40   -0.01    0.29    0.45    2.03   -0.24    1.21    1.69    1.20   -0.70    0.78   -0.01    0.22    0.95
200507    5.99    5.88    4.14    1.41    5.47    6.59    3.69    2.26    1.39    5.80    5.07    6.45    6.79    4.47    3.14    3.13    1.44    0.73    1.98
200508   -1.00   -0.95   -0.92   -0.78    0.21   -2.66   -0.29   -0.91   -0.49    0.03    0.43   -2.54   -2.83    0.02   -0.51   -0.54   -1.28   -1.42    0.33
200509    0.53    1.37    1.79   -0.48    2.06    0.81    1.63    0.98   -0.61    1.90    2.25    0.40    1.36    2.29    1.17    2.24   -0.26    0.72   -1.76
200510   -1.78   -1.99   -2.30   -0.91   -2.27   -0.89   -1.43   -3.82    0.25   -3.09   -1.30   -1.58    0.04   -0.54   -2.02   -4.77   -2.87    1.04   -0.44
200511    4.26    5.17    3.49    3.20    4.29    5.88    3.11    2.70    3.62    5.44    2.93    6.44    5.14    4.23    2.36    2.92    2.48    3.85    3.42
200512    0.16    0.32   -0.20    0.15    2.00   -1.64    0.01    0.40   -0.14    1.60    2.48   -2.02   -1.14    0.80   -0.53    0.14    0.65    0.20   -0.45
200601    4.86    2.51    4.05    1.61    2.53    2.93    3.57    3.25    1.64    2.34    2.75    2.48    3.53    4.96    2.62    5.01    1.57    0.00    3.11
200602   -0.51   -0.99    0.06    1.23   -1.33   -1.24    1.56    0.39    1.27   -0.76   -2.01   -0.50   -2.22    2.94    0.60   -0.40    1.17    1.95    0.68
200603    2.82    1.38    2.25    0.87    1.39    2.58    2.58    0.83    0.75    1.08    1.76    1.36    4.24    3.23    2.10    0.57    1.08    0.22    1.22
200604   -0.09    0.36    1.92    1.74   -0.48    1.02    1.80    1.94    2.27   -1.38    0.67    1.52    0.36    1.39    2.10    3.09    0.83    5.07   -0.19
200605   -4.49   -4.32   -1.65   -2.15   -4.76   -2.53   -1.27   -1.99   -2.61   -5.20   -4.20   -3.72   -0.93   -1.87   -0.85   -2.62   -1.37   -2.87   -2.37
200606   -0.84   -0.13    0.26    0.74    0.47   -0.61    0.19    0.12    1.40    1.13   -0.36   -0.93   -0.20   -0.86    0.93    0.65   -0.39   -0.40    3.03
200607   -3.91   -2.08   -0.09    3.64   -1.75   -2.10    0.22    1.49    4.34   -2.60   -0.89   -2.67   -1.53   -1.69    2.34    0.34    2.48    4.28    4.55
200608    4.16    0.53    2.34    2.11   -0.02    2.66    1.73    2.12    2.33    0.14   -0.17    1.49    3.83    1.72    1.73    2.58    1.74    2.15    2.95
200609    2.39    1.31    2.82    2.04    0.80    2.81    3.26    1.87    1.90    0.34    1.25    2.21    3.39    4.58    1.85    1.40    2.27    1.56    3.09
200610    4.90    3.22    3.89    2.32    3.23    4.18    3.69    2.42    2.74    2.58    3.84    3.19    5.14    3.53    3.87    3.38    1.61    2.11    4.89
200611    3.46    2.04    2.13    0.98    2.05    1.96    2.47    1.37    0.85    1.53    2.53    2.03    1.90    1.25    3.80    1.55    1.22    0.89    0.71
200612   -0.56    0.46    1.58    2.81    0.41    1.72    0.85    2.57    2.80   -0.11    0.89    0.55    2.83    1.06    0.62    2.27    2.82    2.86    2.63
200701    2.61    2.85    1.34    1.08    3.08    2.25    1.86   -0.10    1.65    3.22    2.96    2.46    2.05    3.19    0.44   -0.38    0.14    1.06    3.53
200702   -1.41   -0.92   -2.26   -1.36   -0.92   -1.93   -2.38   -1.10   -1.70    0.72   -2.41   -0.92   -2.85   -2.61   -2.12   -1.49   -0.78   -2.04   -0.64
200703    1.38    1.13    0.52    1.74    1.34    0.81    0.63    0.94    1.74    0.55    2.06    0.78    0.83   -0.94    2.35    0.02    1.73    1.41    2.84
200704    3.71    3.68    4.98    3.66    4.06    4.34    4.83    4.61    3.21    3.72    4.35    3.04    5.55    4.94    4.70    4.85    4.41    3.68    1.71
200705    3.67    4.25    4.02    2.61    4.87    4.08    4.01    2.86    2.71    5.74    4.10    3.19    4.89    3.46    4.58    3.33    2.46    1.77    5.77
200706   -0.47   -2.07   -1.30   -2.49   -2.67   -1.98   -0.69   -1.33   -3.26   -3.26   -2.14   -1.02   -2.84   -1.23   -0.12   -1.45   -1.22   -3.94   -1.10
200707   -2.73   -4.22   -2.67   -4.12   -4.39   -4.07   -2.46   -2.49   -4.96   -3.45   -5.06   -3.97   -4.19   -2.53   -2.41   -2.16   -2.79   -5.29   -4.23
200708    1.74    0.64    0.52    2.67   -0.21    0.37    0.28    1.92    3.33   -0.30   -0.14    1.85   -1.54    0.51    0.08    2.21    1.65    3.22    3.57
200709    4.49    4.03    3.28    2.69    4.42    3.04    3.38    4.11    1.47    1.67    6.32    3.48    2.44    3.07    3.64    3.58    4.61    1.04    2.41
200710    4.32    1.37    2.45   -0.19    3.12    0.24    3.60    0.40   -0.48    3.57    2.82   -1.06    1.98    6.71    1.03    0.57    0.25   -0.31   -0.85
200711   -5.88   -4.14   -2.99   -4.79   -4.42   -4.10   -4.05   -2.04   -5.35   -2.84   -5.49   -3.73   -4.57   -5.96   -2.38   -0.01   -3.94   -5.25   -5.55
200712   -0.51    0.49    0.19   -2.35    1.26   -1.25    1.45   -0.98   -3.19    0.38    1.88   -0.65   -2.03    1.29    1.58   -0.91   -1.06   -2.26   -5.23
200801   -9.29   -6.92   -5.52   -2.86   -6.57   -5.91   -5.79   -4.70   -2.40   -6.99   -6.29   -7.45   -3.90   -5.49   -6.04   -5.88   -3.56   -3.50    0.12
200802   -1.78   -1.45   -2.18   -5.74   -1.84   -1.31   -2.48   -2.82   -7.01   -2.97   -1.08   -0.86   -1.88   -5.00   -0.35   -1.77   -3.82   -7.27   -6.45
200803   -1.71   -3.47    0.61    0.81   -3.01   -2.28   -0.01    3.02   -1.30   -4.10   -2.30   -4.14    0.09   -0.30    0.23    2.10    3.91   -0.32   -3.45
200804    5.99    6.50    4.80    1.92    6.37    6.28    6.11    1.55    2.39    5.51    6.92    6.71    5.75    4.58    7.34    1.83    1.28    2.02    3.22
200805    4.86    3.33    1.75   -1.36    4.97    2.17    0.89    0.16   -0.99    4.18    5.47    0.86    3.77    1.27    0.59    2.29   -1.87    0.20   -3.62
200806   -7.91   -6.43   -7.33  -11.25   -5.80   -8.24   -7.06   -7.92  -12.79   -8.44   -4.14   -7.43   -9.21   -9.79   -4.93   -6.77   -9.07  -11.81  -15.08
200807   -1.12   -4.88   -0.91    5.16   -6.76   -1.38   -0.96    2.38    7.47   -9.22   -4.22   -1.09   -1.54   -2.03   -0.42    1.41    2.85    3.73   11.81
200808    1.41    0.71    1.97    1.59    0.31    1.99    2.43    0.94    1.35    0.51    0.12    1.45    2.27    1.37    2.96   -0.96    1.85    3.44   -0.90
200809  -13.03  -13.68   -7.59   -1.59  -14.82   -7.55   -7.23   -7.27    0.01  -16.83  -12.84  -11.52   -5.53  -11.58   -5.08  -16.00   -3.25    2.35   -2.60
200810  -19.50  -20.29  -15.78  -13.86  -22.00  -15.55  -15.86  -14.76  -14.69  -23.11  -20.96  -17.19  -14.76  -23.85  -12.18  -19.17  -12.99  -11.60  -18.32
200811  -11.91   -9.28   -3.07  -10.11   -8.78   -5.27   -2.78   -7.20  -12.02   -8.98   -8.60  -10.13   -3.02   -6.96   -1.26   -4.70   -8.13   -5.96  -19.60
200812    3.52    2.13    1.25    0.18    1.61    1.97    1.31    0.82   -0.82   -1.46    4.39    3.04    1.51    6.79   -0.58   -0.10    1.17    0.92   -3.37
200901   -3.53   -4.61   -7.83  -16.79   -4.22   -7.49   -6.81  -11.85  -21.29   -2.70   -5.53   -5.27   -8.46  -10.98   -5.27  -10.47  -12.39  -16.50  -28.92
200902   -6.71   -9.35  -10.36  -14.11  -10.03   -8.33  -11.76  -12.11  -15.85  -11.96   -8.33   -8.17   -8.39  -15.02  -10.63  -10.99  -12.56  -13.90  -19.50
200903    9.65    8.71    7.39   11.14    7.31    8.22    6.79   10.47   12.93    6.79    7.76   11.08    6.92    7.28    6.63   12.56    9.62   10.00   18.82
200904   13.98   11.51    6.90   10.27   12.27    8.51    5.54   10.35   10.36   12.86   11.77   10.25    7.69   15.36    2.29   10.74   10.20   10.32   10.43
200905    4.29    6.10    4.76    5.50    6.65    4.14    5.76    4.24    6.96    7.83    5.66    5.18    3.64    8.23    4.83    4.30    4.21    4.61   11.32
200906    2.13   -0.94    0.76   -1.37   -1.62    0.64    0.91   -2.06    0.14   -4.53    0.90    0.23    0.85   -1.71    1.91   -0.39   -2.72   -0.03    0.45
200907    8.73    8.07    6.36    9.15    8.48    6.62    5.73    8.74    9.04    8.72    8.23    7.29    6.24    4.70    6.55    8.24    9.37    8.32    9.94
200908    2.14    2.96    3.01    6.02    2.86    3.12    1.97    5.36    6.54    1.91    3.84    3.15    3.10    2.72    1.39    5.65    5.00    2.47   11.50
200909    6.74    4.59    2.58    3.44    4.52    2.89    3.15    2.69    3.48    3.66    5.39    4.73    1.84    2.35    3.78    2.12    3.38    2.38    4.70
200910   -4.57   -2.40   -0.52   -3.19   -1.68   -1.20   -0.42   -0.72   -5.18    0.26   -3.61   -3.79    0.33   -0.61   -0.28   -1.91    0.74   -2.44   -8.18
200911    5.01    4.56    6.06    6.34    4.27    6.27    5.70    4.70    7.90    5.44    2.97    5.11    6.93    5.86    5.59    5.74    3.45    7.83    7.99
200912    5.69    4.71    0.94    1.02    5.78    2.51   -0.25    1.37    1.20    6.82    4.60    2.71    2.40   -1.70    0.79    1.94    0.68    3.20   -1.11
201001   -3.72   -4.61   -3.64   -1.21   -4.60   -4.60   -2.83   -3.41   -0.65   -4.76   -4.41   -4.63   -4.59   -3.42   -2.42   -4.33   -2.28   -3.45    2.72
201002    4.16    4.44    3.37    1.56    5.03    3.46    2.88    3.75    0.82    5.32    4.70    3.31    3.54    3.40    2.51    4.37    3.01   -0.03    1.77
201003    7.13    5.81    5.25    7.24    5.47    5.16    5.12    7.27    6.85    4.97    6.07    6.46    4.42    6.51    4.14    6.68    8.00    5.93    7.87
201004    2.47    0.38    1.86    2.67   -0.28    1.49    1.53    3.64    1.95   -1.15    0.72    1.69    1.38    2.52    0.81    3.30    4.06    1.62    2.30
201005   -7.20   -8.86   -7.53   -8.54   -8.91   -8.28   -7.19   -8.35   -8.23  -10.18   -7.48   -8.75   -8.01   -9.14   -5.76   -7.74   -9.10   -6.80   -9.78
201006   -5.60   -7.12   -5.33   -4.35   -6.99   -6.51   -4.42   -5.86   -4.07   -7.33   -6.60   -7.37   -6.01   -6.13   -3.21   -6.65   -4.88   -0.85   -7.66
201007    5.99    7.42    7.25    7.35    6.87    8.34    7.62    6.25    8.21    6.37    7.33    8.71    7.82    7.68    7.56    6.60    5.66    8.20    8.24
201008   -5.01   -8.00   -5.49   -0.39   -8.61   -6.40   -6.09   -3.62    0.45   -7.87   -9.30   -6.61   -6.11   -6.47   -5.79   -4.53   -2.05    0.34    0.61
201009   12.18   10.26    8.63    7.18    9.10   11.68    9.21    7.36    7.17    9.84    8.39   12.89   10.02   10.12    8.47    7.45    7.22    7.41    6.79
201010    4.80    3.23    4.04    2.91    2.26    3.92    4.86    3.29    3.08    0.53    3.93    5.36    1.86    5.92    3.98    3.71    2.58    3.73    2.09
201011    1.45    0.81    1.28   -1.47    1.07    2.09    1.06    0.12   -1.99    0.91    1.22    0.26    4.81    2.34   -0.02    0.43   -0.41   -2.01   -1.96
201012    5.84    9.25    6.63    5.84    9.17    8.88    6.70    5.41    6.60   10.39    8.03    9.43    8.09    6.70    6.69    6.04    4.31    7.30    5.52
201101    2.01    2.96    3.10    0.02    3.35    1.87    2.86    2.49    0.09    3.56    3.14    2.14    1.47    3.53    2.27    3.99   -0.11    0.99   -1.34
201102    3.83    3.21    3.22    4.18    2.59    4.45    2.15    3.91    4.60    3.44    1.77    4.56    4.29    3.34    1.11    4.24    3.31    5.62    2.93
201103    0.55    0.37   -0.43    1.98    0.22    0.44   -0.17   -0.13    2.30    0.28    0.16    0.69    0.08    0.59   -0.86   -0.92    1.31    1.71    3.30
201104    2.60    0.86    4.23    3.41    0.18    2.63    3.86    4.64    3.19    0.77   -0.38    2.27    3.17    3.93    3.79    5.08    3.86    3.14    3.28
201105   -1.49   -2.25   -1.63    0.44   -2.40   -1.37   -1.36   -1.22    0.27   -2.42   -2.37   -1.95   -0.52   -2.13   -0.67   -2.32    0.78   -0.64    1.80
201106   -2.48   -2.24   -1.30   -0.90   -1.50   -2.46   -0.97   -1.17   -1.44   -1.15   -1.84   -3.76   -0.60   -0.79   -1.13   -1.95    0.21   -1.78   -0.89
201107   -1.10   -2.62   -3.12   -2.39   -3.22   -2.33   -3.49   -2.55   -2.38   -3.41   -3.04   -1.67   -3.09   -3.07   -4.22   -2.72   -2.41   -2.09   -2.73
201108   -8.01   -9.25   -6.23   -1.24   -9.11   -7.42   -8.43   -3.13   -0.49   -8.53   -9.62   -9.48   -4.99   -8.04   -9.10   -4.45   -1.96   -0.66   -0.29
201109   -8.51  -12.61   -6.95   -3.97  -12.62   -9.84   -8.55   -4.62   -3.92  -12.87  -12.39  -12.59   -6.76   -8.39   -8.82   -5.34   -4.01   -4.86   -2.78
201110   12.30   16.14   11.82    6.99   16.66   13.40   13.96    8.47    6.65   16.39   16.90   15.32   11.39   14.25   13.45    9.83    7.32    7.73    5.37
201111   -2.09   -2.03    1.04    1.34   -1.57   -1.20    1.03    0.99    2.03   -2.91   -0.40   -2.77    0.51    0.98    1.11    1.35    0.68    2.84    1.04
201112   -0.49   -2.60    0.99    3.73   -4.12    0.60   -0.75    3.14    3.87   -1.79   -6.12   -0.15    1.40   -1.05   -0.22    2.64    3.58    4.51    3.08
201201    8.45    7.96    5.48   -0.23    8.16    6.51    6.88    2.16   -0.98    8.60    7.77    7.64    5.33    6.97    6.72    4.09    0.50   -0.69   -1.34
201202    6.17    5.30    3.78    2.79    5.88    4.46    3.93    3.23    2.31    6.53    5.29    4.40    4.53    3.55    4.60    3.21    3.25    2.02    2.66
201203    3.92    3.51    2.53    2.53    2.69    4.96    1.59    2.23    2.71    5.34    0.25    4.83    5.11    1.24    2.19    2.08    2.36    3.58    1.63
201204   -1.13   -2.33   -0.69    0.63   -2.34   -1.40   -0.77   -0.63    1.85   -3.51   -1.21   -2.31   -0.44   -0.68   -0.93   -0.75   -0.53    1.06    2.86
201205   -6.81   -9.73   -6.16   -3.06  -10.32   -7.02   -7.90   -4.46   -2.00  -11.74   -9.02   -8.81   -5.16   -7.55   -8.51   -4.88   -4.08   -3.05   -0.68
201206    3.13    3.97    3.41    5.07    4.29    2.46    2.75    5.10    5.16    4.27    4.31    3.49    1.43    2.93    2.44    5.24    4.98    5.42    4.84
201207    0.62   -0.92    0.59    2.68   -0.07   -1.26    0.86    1.50    3.29   -1.67    1.07   -2.92   -0.09    1.04    0.77    0.48    2.11    2.99    3.78
201208    5.05    3.53    2.39   -0.11    3.61    3.57    1.86    1.43   -0.97    4.01    3.34    3.33    3.74    3.08    1.21    2.66    0.70   -1.13   -0.70
201209    2.78    3.27    2.27    2.76    3.17    2.99    2.03    2.74    2.68    4.83    2.01    3.51    2.64    2.70    1.67    2.58    2.83    3.17    1.90
201210   -4.68    0.41   -0.86   -1.23    1.03   -1.86   -0.63   -1.30   -0.40    3.30   -0.61   -1.11   -2.38    0.71   -1.36   -0.11   -2.00    0.66   -2.14
201211    1.77    1.57    0.34   -0.47    1.65    1.61   -0.28    0.09   -0.65    0.95    2.19    1.35    1.79    1.57   -1.32    0.72   -0.30   -0.87   -0.27
201212    0.93    3.70    0.96    0.07    3.88    2.47    0.26    1.04   -0.37    5.81    2.45    3.26    1.92    0.84   -0.06    1.94    0.48   -0.35   -0.40
201301    4.21    6.23    5.79    6.12    5.76    6.83    5.44    6.25    5.91    5.56    5.91    7.43    6.41    5.21    5.58    6.15    6.32    5.28    6.97
201302    0.83    0.03    1.75    2.03    0.01    0.52    1.77    2.44    1.65    0.52   -0.38    0.07    0.84    2.53    1.34    2.52    2.39    2.52    0.20
201303    4.12    3.76    4.04    4.03    3.71    3.84    4.05    3.91    4.39    4.73    2.91    3.89    3.81    4.34    3.87    4.24    3.71    4.93    3.46
201304    0.96    1.28    1.33    2.81    0.58    0.84    2.14    1.85    3.30    0.78    0.43    3.01   -0.67    1.06    2.77    1.04    2.35    3.29    3.32
201305    4.90    4.62    3.55   -1.52    5.17    3.90    3.27    1.53   -3.43    5.95    4.55    3.31    4.32    4.39    2.62    3.61    0.24   -3.33   -3.60
201306   -2.02   -1.87   -1.02   -0.40   -2.15   -2.27   -0.33   -1.12    0.47   -2.83   -1.59   -1.21   -3.03   -0.19   -0.41   -1.04   -1.17    1.14   -0.66
201307    7.18    5.83    5.48    4.07    6.29    5.91    5.64    4.60    3.74    7.25    5.28    5.08    7.14    4.82    6.22    4.71    4.42    3.18    5.10
